,id,results
652,653,"[[['INV-2023-101', 'Invoice Number'], ['2023-3-1', 'Due Date'], ['2023-4-25', 'Invoice Date'], ['Melanie Thompson', 'Recipient Name']]]"
653,654,"[[['INV-2023-116', 'Invoice Number'], ['2023-3-20', 'Due Date'], ['2023-4-11', 'Invoice Date'], ['James Williams', 'Recipient Name']]]"
654,655,"[[['INV-2023-625', 'Invoice Number'], ['2023-9-4', 'Due Date'], ['2023-11-16', 'Invoice Date'], ['Jill Washington', 'Recipient Name']]]"
655,656,"[[['INV-2023-993', 'Invoice Number'], ['2023-6-10', 'Due Date'], ['2023-8-7', 'Invoice Date'], ['Austin Williams', 'Recipient Name']]]"
656,657,"[[['INV-2023-512', 'Invoice Number'], ['2023-3-17', 'Due Date'], ['2023-7-18', 'Invoice Date'], ['Lindsey Rodriguez', 'Recipient Name']]]"
657,658,"[[['INV-2023-166', 'Invoice Number'], ['2023-11-9', 'Due Date'], ['2023-7-23', 'Invoice Date'], ['Lawrence Lawson', 'Recipient Name']]]"
658,659,"[[['INV-2023-416', 'Invoice Number'], ['2023-5-12', 'Due Date'], ['2023-2-21', 'Invoice Date'], ['Calvin Thomas', 'Recipient Name']]]"
659,660,"[[['INV-2023-829', 'Invoice Number'], ['2023-10-3', 'Due Date'], ['2023-9-24', 'Invoice Date'], ['Colleen Pollard', 'Recipient Name']]]"
660,661,"[[['INV-2023-405', 'Invoice Number'], ['2023-2-24', 'Due Date'], ['2023-4-18', 'Invoice Date'], ['Eileen Harris', 'Recipient Name']]]"
661,662,"[[['INV-2023-480', 'Invoice Number'], ['2023-12-14', 'Due Date'], ['2023-3-2', 'Invoice Date'], ['Amber Tanner', 'Recipient Name']]]"
662,663,"[[['INV-2023-438', 'Invoice Number'], ['2023-11-6', 'Due Date'], ['2023-8-11', 'Invoice Date'], ['Kathleen Phillips', 'Recipient Name']]]"
663,664,"[[['INV-2023-847', 'Invoice Number'], ['2023-3-1', 'Due Date'], ['2023-12-9', 'Invoice Date'], ['Chloe Davis', 'Recipient Name']]]"
664,665,"[[['INV-2023-457', 'Invoice Number'], ['2023-1-2', 'Due Date'], ['2023-7-21', 'Invoice Date'], ['Shane Kennedy', 'Recipient Name']]]"
665,666,"[[['INV-2023-708', 'Invoice Number'], ['2023-7-7', 'Due Date'], ['2023-2-14', 'Invoice Date'], ['Michael Nguyen', 'Recipient Name']]]"
666,667,"[[['INV-2023-473', 'Invoice Number'], ['2023-5-25', 'Due Date'], ['2023-1-26', 'Invoice Date'], ['Jacqueline Garza', 'Recipient Name']]]"
667,668,"[[['INV-2023-506', 'Invoice Number'], ['2023-9-10', 'Due Date'], ['2023-9-6', 'Invoice Date'], ['Marcus Brown', 'Recipient Name']]]"
668,669,"[[['INV-2023-897', 'Invoice Number'], ['2023-4-1', 'Due Date'], ['2023-3-21', 'Invoice Date'], ['Desiree Williams', 'Recipient Name']]]"
669,670,"[[['INV-2023-175', 'Invoice Number'], ['2023-7-21', 'Due Date'], ['2023-11-23', 'Invoice Date'], ['Lindsey Hall', 'Recipient Name']]]"
670,671,"[[['INV-2023-510', 'Invoice Number'], ['2023-8-10', 'Due Date'], ['2023-3-14', 'Invoice Date'], ['Gregory Carr', 'Recipient Name']]]"
671,672,"[[['INV-2023-595', 'Invoice Number'], ['2023-8-15', 'Due Date'], ['2023-8-28', 'Invoice Date'], ['Danielle Wolfe', 'Recipient Name']]]"
672,673,"[[['INV-2023-531', 'Invoice Number'], ['2023-12-27', 'Due Date'], ['2023-5-18', 'Invoice Date'], ['Melvin Williams', 'Recipient Name']]]"
673,674,"[[['INV-2023-636', 'Invoice Number'], ['2023-1-27', 'Due Date'], ['2023-8-7', 'Invoice Date'], ['Michael Greene', 'Recipient Name']]]"
674,675,"[[['INV-2023-211', 'Invoice Number'], ['2023-7-22', 'Due Date'], ['2023-12-27', 'Invoice Date'], ['Joshua Hensley MD', 'Recipient Name']]]"
675,676,"[[['INV-2023-302', 'Invoice Number'], ['2023-1-3', 'Due Date'], ['2023-9-8', 'Invoice Date'], ['Ryan Manning', 'Recipient Name']]]"
676,677,"[[['INV-2023-616', 'Invoice Number'], ['2023-10-1', 'Due Date'], ['2023-3-22', 'Invoice Date'], ['Sarah Weber', 'Recipient Name']]]"
677,678,"[[['INV-2023-753', 'Invoice Number'], ['2023-11-23', 'Due Date'], ['2023-1-27', 'Invoice Date'], ['Donna Harding', 'Recipient Name']]]"
678,679,"[[['INV-2023-182', 'Invoice Number'], ['2023-8-26', 'Due Date'], ['2023-1-16', 'Invoice Date'], ['Gabriella Glass', 'Recipient Name']]]"
679,680,"[[['INV-2023-537', 'Invoice Number'], ['2023-11-21', 'Due Date'], ['2023-12-6', 'Invoice Date'], ['Alicia Bell', 'Recipient Name']]]"
680,681,"[[['INV-2023-424', 'Invoice Number'], ['2023-6-4', 'Due Date'], ['2023-11-16', 'Invoice Date'], ['Wesley Collins', 'Recipient Name']]]"
681,682,"[[['INV-2023-780', 'Invoice Number'], ['2023-12-21', 'Due Date'], ['2023-10-8', 'Invoice Date'], ['Frank Rogers', 'Recipient Name']]]"
682,683,"[[['INV-2023-526', 'Invoice Number'], ['2023-8-6', 'Due Date'], ['2023-12-7', 'Invoice Date'], ['Sean Young', 'Recipient Name']]]"
683,684,"[[['INV-2023-709', 'Invoice Number'], ['2023-1-27', 'Due Date'], ['2023-4-23', 'Invoice Date'], ['James Yates', 'Recipient Name']]]"
684,685,"[[['INV-2023-272', 'Invoice Number'], ['2023-9-21', 'Due Date'], ['2023-1-3', 'Invoice Date'], ['Jennifer Baker', 'Recipient Name']]]"
685,686,"[[['INV-2023-994', 'Invoice Number'], ['2023-9-4', 'Due Date'], ['2023-11-23', 'Invoice Date'], ['Pamela Lewis', 'Recipient Name']]]"
686,687,"[[['INV-2023-644', 'Invoice Number'], ['2023-4-14', 'Due Date'], ['2023-7-5', 'Invoice Date'], ['Tina Wilkerson', 'Recipient Name']]]"
687,688,"[[['INV-2023-891', 'Invoice Number'], ['2023-1-2', 'Due Date'], ['2023-12-17', 'Invoice Date'], ['Corey Brown', 'Recipient Name']]]"
688,689,"[[['INV-2023-593', 'Invoice Number'], ['2023-2-14', 'Due Date'], ['2023-7-19', 'Invoice Date'], ['Justin Nguyen', 'Recipient Name']]]"
689,690,"[[['INV-2023-735', 'Invoice Number'], ['2023-9-17', 'Due Date'], ['2023-1-4', 'Invoice Date'], ['Krystal Martinez', 'Recipient Name']]]"
690,691,"[[['INV-2023-350', 'Invoice Number'], ['2023-3-24', 'Due Date'], ['2023-4-1', 'Invoice Date'], ['Amanda Knox', 'Recipient Name']]]"
691,692,"[[['INV-2023-449', 'Invoice Number'], ['2023-11-12', 'Due Date'], ['2023-3-16', 'Invoice Date'], ['James Hancock', 'Recipient Name']]]"
692,693,"[[['INV-2023-248', 'Invoice Number'], ['2023-9-6', 'Due Date'], ['2023-8-6', 'Invoice Date'], ['Donna Perez', 'Recipient Name']]]"
693,694,"[[['INV-2023-407', 'Invoice Number'], ['2023-1-25', 'Due Date'], ['2023-10-7', 'Invoice Date'], ['Philip Moyer', 'Recipient Name']]]"
694,695,"[[['INV-2023-323', 'Invoice Number'], ['2023-6-23', 'Due Date'], ['2023-3-20', 'Invoice Date'], ['Julie Hoover', 'Recipient Name']]]"
695,696,"[[['INV-2023-458', 'Invoice Number'], ['2023-10-12', 'Due Date'], ['2023-11-7', 'Invoice Date'], ['Heather Turner', 'Recipient Name']]]"
696,697,"[[['INV-2023-486', 'Invoice Number'], ['2023-1-8', 'Due Date'], ['2023-2-5', 'Invoice Date'], ['Sherry Thomas', 'Recipient Name']]]"
697,698,"[[['INV-2023-369', 'Invoice Number'], ['2023-10-8', 'Due Date'], ['2023-2-13', 'Invoice Date'], ['Brian Hanson', 'Recipient Name']]]"
698,699,"[[['INV-2023-838', 'Invoice Number'], ['2023-9-13', 'Due Date'], ['2023-12-28', 'Invoice Date'], ['Jennifer Hines', 'Recipient Name']]]"
699,700,"[[['INV-2023-170', 'Invoice Number'], ['2023-9-16', 'Due Date'], ['2023-5-13', 'Invoice Date'], ['Holly Jones', 'Recipient Name']]]"
700,701,"[[['INV-2023-355', 'Invoice Number'], ['2023-6-14', 'Due Date'], ['2023-1-25', 'Invoice Date'], ['Alexander Campbell', 'Recipient Name']]]"
701,702,"[[['INV-2023-377', 'Invoice Number'], ['2023-7-8', 'Due Date'], ['2023-12-11', 'Invoice Date'], ['Nicholas Johns II', 'Recipient Name']]]"
702,703,"[[['INV-2023-953', 'Invoice Number'], ['2023-9-17', 'Due Date'], ['2023-9-12', 'Invoice Date'], ['Arthur Carpenter', 'Recipient Name']]]"
703,704,"[[['INV-2023-819', 'Invoice Number'], ['2023-7-8', 'Due Date'], ['2023-9-16', 'Invoice Date'], ['Anthony Riggs', 'Recipient Name']]]"
704,705,"[[['INV-2023-439', 'Invoice Number'], ['2023-8-20', 'Due Date'], ['2023-9-25', 'Invoice Date'], ['Mario Rodriguez', 'Recipient Name']]]"
705,706,"[[['INV-2023-165', 'Invoice Number'], ['2023-9-27', 'Due Date'], ['2023-8-22', 'Invoice Date'], ['Wayne Ayala', 'Recipient Name']]]"
706,707,"[[['INV-2023-276', 'Invoice Number'], ['2023-8-9', 'Due Date'], ['2023-7-25', 'Invoice Date'], ['Douglas Ray', 'Recipient Name']]]"
707,708,"[[['INV-2023-695', 'Invoice Number'], ['2023-1-19', 'Due Date'], ['2023-4-7', 'Invoice Date'], ['William Fisher', 'Recipient Name']]]"
708,709,"[[['INV-2023-241', 'Invoice Number'], ['2023-8-23', 'Due Date'], ['2023-4-2', 'Invoice Date'], ['Regina Nelson', 'Recipient Name']]]"
709,710,"[[['INV-2023-873', 'Invoice Number'], ['2023-11-12', 'Due Date'], ['2023-10-10', 'Invoice Date'], ['Kayla Guerrero', 'Recipient Name']]]"
710,711,"[[['INV-2023-854', 'Invoice Number'], ['2023-4-9', 'Due Date'], ['2023-10-4', 'Invoice Date'], ['Heather Cuevas', 'Recipient Name']]]"
711,712,"[[['INV-2023-155', 'Invoice Number'], ['2023-10-2', 'Due Date'], ['2023-6-12', 'Invoice Date'], ['Sheila Brown', 'Recipient Name']]]"
712,713,"[[['INV-2023-768', 'Invoice Number'], ['2023-9-16', 'Due Date'], ['2023-7-23', 'Invoice Date'], ['Joseph Riggs', 'Recipient Name']]]"
713,714,"[[['INV-2023-818', 'Invoice Number'], ['2023-5-23', 'Due Date'], ['2023-4-22', 'Invoice Date'], ['Joseph Johnson', 'Recipient Name']]]"
714,715,"[[['INV-2023-765', 'Invoice Number'], ['2023-6-24', 'Due Date'], ['2023-7-25', 'Invoice Date'], ['Bradley Smith', 'Recipient Name']]]"
715,716,"[[['INV-2023-706', 'Invoice Number'], ['2023-6-19', 'Due Date'], ['2023-2-20', 'Invoice Date'], ['Timothy Parks', 'Recipient Name']]]"
716,717,"[[['INV-2023-736', 'Invoice Number'], ['2023-7-13', 'Due Date'], ['2023-6-14', 'Invoice Date'], ['Adam Gallegos', 'Recipient Name']]]"
717,718,"[[['INV-2023-294', 'Invoice Number'], ['2023-5-7', 'Due Date'], ['2023-3-21', 'Invoice Date'], ['Sierra Anderson', 'Recipient Name']]]"
718,719,"[[['INV-2023-749', 'Invoice Number'], ['2023-1-10', 'Due Date'], ['2023-2-24', 'Invoice Date'], ['Mrs. Elizabeth Hall DDS', 'Recipient Name']]]"
719,720,"[[['INV-2023-767', 'Invoice Number'], ['2023-6-28', 'Due Date'], ['2023-6-20', 'Invoice Date'], ['Heather Bryan', 'Recipient Name']]]"
720,721,"[[['INV-2023-165', 'Invoice Number'], ['2023-9-17', 'Due Date'], ['2023-9-19', 'Invoice Date'], ['Anna Reeves', 'Recipient Name']]]"
721,722,"[[['INV-2023-886', 'Invoice Number'], ['2023-6-2', 'Due Date'], ['2023-9-12', 'Invoice Date'], ['Brandon Nguyen', 'Recipient Name']]]"
722,723,"[[['INV-2023-708', 'Invoice Number'], ['2023-5-22', 'Due Date'], ['2023-5-28', 'Invoice Date'], ['John Bryant', 'Recipient Name']]]"
723,724,"[[['INV-2023-258', 'Invoice Number'], ['2023-4-9', 'Due Date'], ['2023-7-12', 'Invoice Date'], ['Matthew Diaz', 'Recipient Name']]]"
724,725,"[[['INV-2023-526', 'Invoice Number'], ['2023-11-13', 'Due Date'], ['2023-4-18', 'Invoice Date'], ['Dana Robbins', 'Recipient Name']]]"
725,726,"[[['INV-2023-615', 'Invoice Number'], ['2023-2-8', 'Due Date'], ['2023-10-3', 'Invoice Date'], ['Roberto Gutierrez', 'Recipient Name']]]"
726,727,"[[['INV-2023-450', 'Invoice Number'], ['2023-2-9', 'Due Date'], ['2023-4-24', 'Invoice Date'], ['Anita West', 'Recipient Name']]]"
727,728,"[[['INV-2023-463', 'Invoice Number'], ['2023-6-21', 'Due Date'], ['2023-1-11', 'Invoice Date'], ['Frederick Lee', 'Recipient Name']]]"
728,729,"[[['INV-2023-724', 'Invoice Number'], ['2023-3-20', 'Due Date'], ['2023-3-28', 'Invoice Date'], ['Monica Roberts', 'Recipient Name']]]"
729,730,"[[['INV-2023-720', 'Invoice Number'], ['2023-9-8', 'Due Date'], ['2023-12-18', 'Invoice Date'], ['Larry Powers', 'Recipient Name']]]"
730,731,"[[['INV-2023-873', 'Invoice Number'], ['2023-3-5', 'Due Date'], ['2023-4-24', 'Invoice Date'], ['Thomas Williams', 'Recipient Name']]]"
731,732,"[[['INV-2023-300', 'Invoice Number'], ['2023-9-12', 'Due Date'], ['2023-3-11', 'Invoice Date'], ['Cynthia Roberson', 'Recipient Name']]]"
732,733,"[[['INV-2023-854', 'Invoice Number'], ['2023-2-27', 'Due Date'], ['2023-3-27', 'Invoice Date'], ['Deanna Morgan', 'Recipient Name']]]"
733,734,"[[['INV-2023-250', 'Invoice Number'], ['2023-6-18', 'Due Date'], ['2023-9-24', 'Invoice Date'], ['David Johnson', 'Recipient Name']]]"
734,735,"[[['INV-2023-913', 'Invoice Number'], ['2023-5-19', 'Due Date'], ['2023-2-24', 'Invoice Date'], ['Bryan Reeves', 'Recipient Name']]]"
735,736,"[[['INV-2023-774', 'Invoice Number'], ['2023-6-19', 'Due Date'], ['2023-2-23', 'Invoice Date'], ['Calvin Taylor', 'Recipient Name']]]"
736,737,"[[['INV-2023-600', 'Invoice Number'], ['2023-8-9', 'Due Date'], ['2023-10-19', 'Invoice Date'], ['Jennifer Reed', 'Recipient Name']]]"
737,738,"[[['INV-2023-195', 'Invoice Number'], ['2023-11-12', 'Due Date'], ['2023-5-28', 'Invoice Date'], ['Jessica Alvarez', 'Recipient Name']]]"
738,739,"[[['INV-2023-672', 'Invoice Number'], ['2023-7-27', 'Due Date'], ['2023-12-13', 'Invoice Date'], ['Mrs. Debbie Carrillo', 'Recipient Name']]]"
739,740,"[[['INV-2023-530', 'Invoice Number'], ['2023-12-26', 'Due Date'], ['2023-6-28', 'Invoice Date'], ['Judy Larson MD', 'Recipient Name']]]"
740,741,"[[['INV-2023-873', 'Invoice Number'], ['2023-4-7', 'Due Date'], ['2023-12-10', 'Invoice Date'], ['Wesley Sawyer', 'Recipient Name']]]"
741,742,"[[['INV-2023-586', 'Invoice Number'], ['2023-4-9', 'Due Date'], ['2023-11-8', 'Invoice Date'], ['Michelle Ramirez', 'Recipient Name']]]"
742,743,"[[['INV-2023-150', 'Invoice Number'], ['2023-4-5', 'Due Date'], ['2023-11-17', 'Invoice Date'], ['Thomas Brock', 'Recipient Name']]]"
743,744,"[[['INV-2023-689', 'Invoice Number'], ['2023-1-8', 'Due Date'], ['2023-4-14', 'Invoice Date'], ['Erica Taylor', 'Recipient Name']]]"
744,745,"[[['INV-2023-452', 'Invoice Number'], ['2023-8-24', 'Due Date'], ['2023-4-9', 'Invoice Date'], ['Brendan Durham', 'Recipient Name']]]"
745,746,"[[['INV-2023-816', 'Invoice Number'], ['2023-8-15', 'Due Date'], ['2023-5-11', 'Invoice Date'], ['Elizabeth Robinson', 'Recipient Name']]]"
746,747,"[[['INV-2023-818', 'Invoice Number'], ['2023-2-13', 'Due Date'], ['2023-3-24', 'Invoice Date'], ['Kaylee Vazquez', 'Recipient Name']]]"
747,748,"[[['INV-2023-930', 'Invoice Number'], ['2023-6-4', 'Due Date'], ['2023-1-8', 'Invoice Date'], ['Jenny Williams', 'Recipient Name']]]"
748,749,"[[['INV-2023-590', 'Invoice Number'], ['2023-7-2', 'Due Date'], ['2023-8-28', 'Invoice Date'], ['Mr. Bruce Singleton', 'Recipient Name']]]"
749,750,"[[['INV-2023-766', 'Invoice Number'], ['2023-2-27', 'Due Date'], ['2023-10-28', 'Invoice Date'], ['Kari Cabrera', 'Recipient Name']]]"
750,751,"[[['INV-2023-897', 'Invoice Number'], ['2023-5-17', 'Due Date'], ['2023-11-25', 'Invoice Date'], ['Angel Henderson', 'Recipient Name']]]"
751,752,"[[['INV-2023-291', 'Invoice Number'], ['2023-9-27', 'Due Date'], ['2023-11-8', 'Invoice Date'], ['Alexandra Ramirez', 'Recipient Name']]]"
752,753,"[[['INV-2023-636', 'Invoice Number'], ['2023-2-25', 'Due Date'], ['2023-10-10', 'Invoice Date'], ['Janet Murphy', 'Recipient Name']]]"
753,754,"[[['INV-2023-784', 'Invoice Number'], ['2023-2-2', 'Due Date'], ['2023-9-11', 'Invoice Date'], ['Luis Rodriguez', 'Recipient Name']]]"
754,755,"[[['INV-2023-766', 'Invoice Number'], ['2023-12-24', 'Due Date'], ['2023-5-9', 'Invoice Date'], ['Gary Arroyo', 'Recipient Name']]]"
755,756,"[[['INV-2023-945', 'Invoice Number'], ['2023-3-2', 'Due Date'], ['2023-10-18', 'Invoice Date'], ['Tracy Alvarado', 'Recipient Name']]]"
756,757,"[[['INV-2023-251', 'Invoice Number'], ['2023-7-22', 'Due Date'], ['2023-1-17', 'Invoice Date'], ['Robert Jenkins', 'Recipient Name']]]"
757,758,"[[['INV-2023-523', 'Invoice Number'], ['2023-10-1', 'Due Date'], ['2023-6-21', 'Invoice Date'], ['Marissa Lee', 'Recipient Name']]]"
758,759,"[[['INV-2023-426', 'Invoice Number'], ['2023-1-15', 'Due Date'], ['2023-11-13', 'Invoice Date'], ['Mariah Thompson', 'Recipient Name']]]"
759,760,"[[['INV-2023-599', 'Invoice Number'], ['2023-7-13', 'Due Date'], ['2023-1-5', 'Invoice Date'], ['Peter Bishop', 'Recipient Name']]]"
760,761,"[[['INV-2023-835', 'Invoice Number'], ['2023-5-20', 'Due Date'], ['2023-6-27', 'Invoice Date'], ['Linda Carpenter', 'Recipient Name']]]"
761,762,"[[['INV-2023-452', 'Invoice Number'], ['2023-3-4', 'Due Date'], ['2023-12-22', 'Invoice Date'], ['Jonathan Edwards', 'Recipient Name']]]"
762,763,"[[['INV-2023-656', 'Invoice Number'], ['2023-5-17', 'Due Date'], ['2023-9-27', 'Invoice Date'], ['Sandra Vargas', 'Recipient Name']]]"
763,764,"[[['INV-2023-459', 'Invoice Number'], ['2023-11-21', 'Due Date'], ['2023-9-26', 'Invoice Date'], ['Ellen Davis', 'Recipient Name']]]"
764,765,"[[['INV-2023-155', 'Invoice Number'], ['2023-1-2', 'Due Date'], ['2023-5-25', 'Invoice Date'], ['Donna Mcclure', 'Recipient Name']]]"
765,766,"[[['INV-2023-294', 'Invoice Number'], ['2023-9-25', 'Due Date'], ['2023-2-6', 'Invoice Date'], ['Ashley Mcdaniel', 'Recipient Name']]]"
766,767,"[[['INV-2023-962', 'Invoice Number'], ['2023-6-8', 'Due Date'], ['2023-7-4', 'Invoice Date'], ['Debra Baker', 'Recipient Name']]]"
767,768,"[[['INV-2023-242', 'Invoice Number'], ['2023-3-3', 'Due Date'], ['2023-10-15', 'Invoice Date'], ['Melissa Moore', 'Recipient Name']]]"
768,769,"[[['INV-2023-895', 'Invoice Number'], ['2023-6-5', 'Due Date'], ['2023-5-6', 'Invoice Date'], ['Erin Estrada', 'Recipient Name']]]"
769,770,"[[['INV-2023-899', 'Invoice Number'], ['2023-7-25', 'Due Date'], ['2023-6-12', 'Invoice Date'], ['Sydney Miller', 'Recipient Name']]]"
770,771,"[[['INV-2023-208', 'Invoice Number'], ['2023-6-14', 'Due Date'], ['2023-5-5', 'Invoice Date'], ['Dennis Le', 'Recipient Name']]]"
771,772,"[[['INV-2023-885', 'Invoice Number'], ['2023-5-22', 'Due Date'], ['2023-5-3', 'Invoice Date'], ['David Jones', 'Recipient Name']]]"
772,773,"[[['INV-2023-112', 'Invoice Number'], ['2023-1-14', 'Due Date'], ['2023-6-9', 'Invoice Date'], ['Joseph Barnes', 'Recipient Name']]]"
773,774,"[[['INV-2023-870', 'Invoice Number'], ['2023-10-28', 'Due Date'], ['2023-4-25', 'Invoice Date'], ['Brittney Carpenter', 'Recipient Name']]]"
774,775,"[[['INV-2023-748', 'Invoice Number'], ['2023-10-28', 'Due Date'], ['2023-2-21', 'Invoice Date'], ['Timothy Nunez', 'Recipient Name']]]"
775,776,"[[['INV-2023-683', 'Invoice Number'], ['2023-8-28', 'Due Date'], ['2023-6-12', 'Invoice Date'], ['Tina Walls', 'Recipient Name']]]"
776,777,"[[['INV-2023-536', 'Invoice Number'], ['2023-12-6', 'Due Date'], ['2023-11-7', 'Invoice Date'], ['Amanda Mendez', 'Recipient Name']]]"
777,778,"[[['INV-2023-420', 'Invoice Number'], ['2023-12-24', 'Due Date'], ['2023-12-1', 'Invoice Date'], ['Taylor Wright', 'Recipient Name']]]"
778,779,"[[['INV-2023-879', 'Invoice Number'], ['2023-8-6', 'Due Date'], ['2023-1-17', 'Invoice Date'], ['Samuel Franklin', 'Recipient Name']]]"
779,780,"[[['INV-2023-891', 'Invoice Number'], ['2023-11-13', 'Due Date'], ['2023-3-16', 'Invoice Date'], ['Heather Reilly', 'Recipient Name']]]"
780,781,"[[['INV-2023-859', 'Invoice Number'], ['2023-5-21', 'Due Date'], ['2023-4-17', 'Invoice Date'], ['Samantha Davis', 'Recipient Name']]]"
781,782,"[[['INV-2023-933', 'Invoice Number'], ['2023-6-22', 'Due Date'], ['2023-1-18', 'Invoice Date'], ['Cindy Miller', 'Recipient Name']]]"
782,783,"[[['INV-2023-406', 'Invoice Number'], ['2023-10-17', 'Due Date'], ['2023-1-19', 'Invoice Date'], ['Patrick Bradley', 'Recipient Name']]]"
783,784,"[[['INV-2023-845', 'Invoice Number'], ['2023-5-28', 'Due Date'], ['2023-12-28', 'Invoice Date'], ['Sarah Castillo', 'Recipient Name']]]"
784,785,"[[['INV-2023-229', 'Invoice Number'], ['2023-9-4', 'Due Date'], ['2023-10-9', 'Invoice Date'], ['Catherine Thompson', 'Recipient Name']]]"
785,786,"[[['INV-2023-413', 'Invoice Number'], ['2023-7-18', 'Due Date'], ['2023-3-22', 'Invoice Date'], ['Timothy Davis', 'Recipient Name']]]"
786,787,"[[['INV-2023-409', 'Invoice Number'], ['2023-2-4', 'Due Date'], ['2023-4-4', 'Invoice Date'], ['James Brown', 'Recipient Name']]]"
787,788,"[[['INV-2023-373', 'Invoice Number'], ['2023-2-7', 'Due Date'], ['2023-11-11', 'Invoice Date'], ['Dakota Norman', 'Recipient Name']]]"
788,789,"[[['INV-2023-172', 'Invoice Number'], ['2023-2-6', 'Due Date'], ['2023-2-20', 'Invoice Date'], ['Melissa Allen', 'Recipient Name']]]"
789,790,"[[['INV-2023-678', 'Invoice Number'], ['2023-9-7', 'Due Date'], ['2023-3-21', 'Invoice Date'], ['Sylvia Dominguez', 'Recipient Name']]]"
790,791,"[[['INV-2023-362', 'Invoice Number'], ['2023-10-16', 'Due Date'], ['2023-2-4', 'Invoice Date'], ['Caitlin Jordan', 'Recipient Name']]]"
791,792,"[[['INV-2023-844', 'Invoice Number'], ['2023-7-17', 'Due Date'], ['2023-9-2', 'Invoice Date'], ['Miss Cassandra Diaz MD', 'Recipient Name']]]"
792,793,"[[['INV-2023-456', 'Invoice Number'], ['2023-10-10', 'Due Date'], ['2023-5-14', 'Invoice Date'], ['Kayla Ramirez', 'Recipient Name']]]"
793,794,"[[['INV-2023-401', 'Invoice Number'], ['2023-6-2', 'Due Date'], ['2023-8-27', 'Invoice Date'], ['Jessica Aguilar MD', 'Recipient Name']]]"
794,795,"[[['INV-2023-464', 'Invoice Number'], ['2023-12-8', 'Due Date'], ['2023-10-27', 'Invoice Date'], ['Christian Miranda', 'Recipient Name']]]"
795,796,"[[['INV-2023-596', 'Invoice Number'], ['2023-2-8', 'Due Date'], ['2023-8-28', 'Invoice Date'], ['Tiffany Chen', 'Recipient Name']]]"
796,797,"[[['INV-2023-406', 'Invoice Number'], ['2023-2-2', 'Due Date'], ['2023-6-18', 'Invoice Date'], ['Michele Conway DVM', 'Recipient Name']]]"
797,798,"[[['INV-2023-196', 'Invoice Number'], ['2023-12-28', 'Due Date'], ['2023-1-6', 'Invoice Date'], ['Ashley Knight', 'Recipient Name']]]"
798,799,"[[['INV-2023-181', 'Invoice Number'], ['2023-4-10', 'Due Date'], ['2023-7-13', 'Invoice Date'], ['John Green', 'Recipient Name']]]"
799,800,"[[['INV-2023-308', 'Invoice Number'], ['2023-5-14', 'Due Date'], ['2023-5-14', 'Invoice Date'], ['Walter Charles', 'Recipient Name']]]"
800,801,"[[['INV-2023-988', 'Invoice Number'], ['2023-1-19', 'Due Date'], ['2023-8-14', 'Invoice Date'], ['Sarah Harvey', 'Recipient Name']]]"
801,802,"[[['INV-2023-632', 'Invoice Number'], ['2023-4-17', 'Due Date'], ['2023-12-14', 'Invoice Date'], ['Jorge Holmes', 'Recipient Name']]]"
802,803,"[[['INV-2023-238', 'Invoice Number'], ['2023-6-9', 'Due Date'], ['2023-9-19', 'Invoice Date'], ['Rachel Ramos', 'Recipient Name']]]"
803,804,"[[['INV-2023-756', 'Invoice Number'], ['2023-1-1', 'Due Date'], ['2023-2-9', 'Invoice Date'], ['John Keith', 'Recipient Name']]]"
804,805,"[[['INV-2023-822', 'Invoice Number'], ['2023-5-26', 'Due Date'], ['2023-4-13', 'Invoice Date'], ['Michael Bailey', 'Recipient Name']]]"
805,806,"[[['INV-2023-507', 'Invoice Number'], ['2023-9-14', 'Due Date'], ['2023-3-2', 'Invoice Date'], ['Elizabeth Ray', 'Recipient Name']]]"
806,807,"[[['INV-2023-242', 'Invoice Number'], ['2023-10-5', 'Due Date'], ['2023-11-12', 'Invoice Date'], ['Brittney Stafford', 'Recipient Name']]]"
807,808,"[[['INV-2023-315', 'Invoice Number'], ['2023-4-13', 'Due Date'], ['2023-12-18', 'Invoice Date'], ['Marc Hobbs', 'Recipient Name']]]"
808,809,"[[['INV-2023-491', 'Invoice Number'], ['2023-1-18', 'Due Date'], ['2023-1-12', 'Invoice Date'], ['Brenda Paul', 'Recipient Name']]]"
809,810,"[[['INV-2023-540', 'Invoice Number'], ['2023-2-7', 'Due Date'], ['2023-7-24', 'Invoice Date'], ['Yolanda Cohen', 'Recipient Name']]]"
810,811,"[[['INV-2023-608', 'Invoice Number'], ['2023-9-25', 'Due Date'], ['2023-10-19', 'Invoice Date'], ['Shawn Sullivan', 'Recipient Name']]]"
811,812,"[[['INV-2023-597', 'Invoice Number'], ['2023-12-4', 'Due Date'], ['2023-11-18', 'Invoice Date'], ['Dr. Kimberly Sullivan', 'Recipient Name']]]"
812,813,"[[['INV-2023-631', 'Invoice Number'], ['2023-2-26', 'Due Date'], ['2023-7-4', 'Invoice Date'], ['David Roberts', 'Recipient Name']]]"
813,814,"[[['INV-2023-898', 'Invoice Number'], ['2023-5-1', 'Due Date'], ['2023-4-7', 'Invoice Date'], ['Sara Kemp', 'Recipient Name']]]"
814,815,"[[['INV-2023-883', 'Invoice Number'], ['2023-2-5', 'Due Date'], ['2023-11-23', 'Invoice Date'], ['Brittany Jackson', 'Recipient Name']]]"
