id,sentence
62,"
    Dear Customer,

    Invoice Number: INV-2023-479
    Invoice Date: 2023-12-28
    Due Date: 2023-12-23

    Billing Information:
    Recipient Name: Marissa Harris
    Recipient Address: 2195 Angela Unions Apt. 689, Smithburgh, Georgia 94323

    Product Details:
    - Description: region Tablet M2
      Quantity: 4
      Unit Price: $712.50
    - Description: line Webcam W1
      Quantity: 2
      Unit Price: $107.13

    Balance Due: $184493109.01055703

    Thank you for your business!
    "
63,"
    Dear Customer,

    Invoice Number: INV-2023-549
    Invoice Date: 2023-7-9
    Due Date: 2023-2-19

    Billing Information:
    Recipient Name: Dr. Brian Kelly Jr.
    Recipient Address: 079 Heather Haven Apt. 267, Finleyland, Florida 79909

    Product Details:
    - Description: recognize Keyboard X1
      Quantity: 1
      Unit Price: $421.25
    - Description: feel Webcam W1
      Quantity: 1
      Unit Price: $134.68

    Balance Due: $205925164.9308878

    Thank you for your business!
    "
64,"
    Dear Customer,

    Invoice Number: INV-2023-626
    Invoice Date: 2023-6-9
    Due Date: 2023-2-15

    Billing Information:
    Recipient Name: Lance Valdez
    Recipient Address: 65955 Meredith Spurs Suite 500, Schroederburgh, North Dakota 89453

    Product Details:
    - Description: difficult Smartphone X1
      Quantity: 3
      Unit Price: $644.67
    - Description: wear Headphones H6
      Quantity: 1
      Unit Price: $171.41

    Balance Due: $347224492.9952955

    Thank you for your business!
    "
65,"
    Dear Customer,

    Invoice Number: INV-2023-450
    Invoice Date: 2023-7-16
    Due Date: 2023-7-6

    Billing Information:
    Recipient Name: Tanya Jones
    Recipient Address: 17183 Anderson Light Apt. 679, West Melissaland, Hawaii 01931

    Product Details:
    - Description: physical Tablet T5
      Quantity: 4
      Unit Price: $302.95
    - Description: stay Mouse P2
      Quantity: 2
      Unit Price: $141.07

    Balance Due: $560087529.6642878

    Thank you for your business!
    "
66,"
    Dear Customer,

    Invoice Number: INV-2023-481
    Invoice Date: 2023-4-5
    Due Date: 2023-12-15

    Billing Information:
    Recipient Name: Tyler Jimenez
    Recipient Address: 485 Stephen Views Suite 436, Castroville, Texas 46135

    Product Details:
    - Description: media Tablet S3
      Quantity: 3
      Unit Price: $699.90
    - Description: other Scanner P2
      Quantity: 2
      Unit Price: $108.13

    Balance Due: $849197207.9609022

    Thank you for your business!
    "
67,"
    Dear Customer,

    Invoice Number: INV-2023-591
    Invoice Date: 2023-6-22
    Due Date: 2023-4-20

    Billing Information:
    Recipient Name: Sarah King
    Recipient Address: 61874 Jody Drives, Jeromeville, Minnesota 35583

    Product Details:
    - Description: method Smartphone K4
      Quantity: 4
      Unit Price: $935.20
    - Description: sure Webcam S4
      Quantity: 4
      Unit Price: $36.43

    Balance Due: $761202854.0536722

    Thank you for your business!
    "
68,"
    Dear Customer,

    Invoice Number: INV-2023-421
    Invoice Date: 2023-10-19
    Due Date: 2023-3-16

    Billing Information:
    Recipient Name: Jill Evans
    Recipient Address: 569 Amy Village, South David, Utah 85098

    Product Details:
    - Description: organization Laptop T5
      Quantity: 3
      Unit Price: $516.22
    - Description: point Mouse S4
      Quantity: 4
      Unit Price: $149.43

    Balance Due: $928139758.112878

    Thank you for your business!
    "
69,"
    Dear Customer,

    Invoice Number: INV-2023-672
    Invoice Date: 2023-6-14
    Due Date: 2023-5-14

    Billing Information:
    Recipient Name: James Gilbert
    Recipient Address: 186 White Greens Suite 542, Port Rhondatown, Colorado 09381

    Product Details:
    - Description: enjoy Laptop S3
      Quantity: 2
      Unit Price: $110.13
    - Description: everyone Mouse W1
      Quantity: 4
      Unit Price: $28.32

    Balance Due: $605972518.9541166

    Thank you for your business!
    "
70,"
    Dear Customer,

    Invoice Number: INV-2023-842
    Invoice Date: 2023-8-18
    Due Date: 2023-2-4

    Billing Information:
    Recipient Name: Glenn Smith
    Recipient Address: 487 Melissa Mall, Hawkinsborough, Alaska 35921

    Product Details:
    - Description: of Tablet S3
      Quantity: 2
      Unit Price: $861.47
    - Description: probably Scanner S4
      Quantity: 5
      Unit Price: $25.19

    Balance Due: $576274130.2188699

    Thank you for your business!
    "
71,"
    Dear Customer,

    Invoice Number: INV-2023-239
    Invoice Date: 2023-8-18
    Due Date: 2023-4-2

    Billing Information:
    Recipient Name: Bradley Gregory
    Recipient Address: 013 Scott Tunnel Suite 579, South Christopherview, Florida 07621

    Product Details:
    - Description: kitchen Smartphone T5
      Quantity: 3
      Unit Price: $92.54
    - Description: theory Webcam S4
      Quantity: 2
      Unit Price: $196.38

    Balance Due: $381959247.80064195

    Thank you for your business!
    "
72,"
    Dear Customer,

    Invoice Number: INV-2023-207
    Invoice Date: 2023-8-17
    Due Date: 2023-8-3

    Billing Information:
    Recipient Name: Jonathan Jones
    Recipient Address: 807 Walter Square, Ramirezshire, New York 76365

    Product Details:
    - Description: contain Smartphone M2
      Quantity: 1
      Unit Price: $609.12
    - Description: those Webcam H6
      Quantity: 5
      Unit Price: $14.96

    Balance Due: $144734441.18601498

    Thank you for your business!
    "
73,"
    Dear Customer,

    Invoice Number: INV-2023-152
    Invoice Date: 2023-7-6
    Due Date: 2023-3-27

    Billing Information:
    Recipient Name: Paula Bradford
    Recipient Address: 98607 Richard Mount Suite 497, Howardshire, Georgia 05579

    Product Details:
    - Description: radio Smartphone K4
      Quantity: 5
      Unit Price: $573.96
    - Description: clear Webcam P2
      Quantity: 3
      Unit Price: $158.31

    Balance Due: $357848191.0048864

    Thank you for your business!
    "
74,"
    Dear Customer,

    Invoice Number: INV-2023-882
    Invoice Date: 2023-8-26
    Due Date: 2023-7-13

    Billing Information:
    Recipient Name: Michelle Underwood
    Recipient Address: 6077 Eric Ports Apt. 687, North Janefurt, Idaho 89728

    Product Details:
    - Description: attention Tablet K4
      Quantity: 4
      Unit Price: $890.15
    - Description: item Printer W1
      Quantity: 1
      Unit Price: $52.40

    Balance Due: $718572300.9964226

    Thank you for your business!
    "
75,"
    Dear Customer,

    Invoice Number: INV-2023-808
    Invoice Date: 2023-12-27
    Due Date: 2023-2-28

    Billing Information:
    Recipient Name: Edward Mccoy
    Recipient Address: 2932 Vance Fields Apt. 760, Lake Susan, Illinois 58619

    Product Details:
    - Description: rest Monitor X1
      Quantity: 3
      Unit Price: $133.17
    - Description: decide Mouse H6
      Quantity: 5
      Unit Price: $198.45

    Balance Due: $350029294.85201055

    Thank you for your business!
    "
76,"
    Dear Customer,

    Invoice Number: INV-2023-723
    Invoice Date: 2023-1-8
    Due Date: 2023-9-18

    Billing Information:
    Recipient Name: Jasmine Perez
    Recipient Address: 879 Mays Corner Apt. 121, Wilkersonmouth, Utah 98766

    Product Details:
    - Description: property Smartphone X1
      Quantity: 1
      Unit Price: $646.05
    - Description: hold Headphones P2
      Quantity: 5
      Unit Price: $13.45

    Balance Due: $137664435.70651683

    Thank you for your business!
    "
77,"
    Dear Customer,

    Invoice Number: INV-2023-106
    Invoice Date: 2023-12-13
    Due Date: 2023-5-16

    Billing Information:
    Recipient Name: Brandon Foster
    Recipient Address: 89076 Laura Camp Suite 122, Banksbury, Nebraska 18869

    Product Details:
    - Description: guess Tablet T5
      Quantity: 1
      Unit Price: $703.59
    - Description: forward Webcam S4
      Quantity: 1
      Unit Price: $179.67

    Balance Due: $597412656.0280721

    Thank you for your business!
    "
78,"
    Dear Customer,

    Invoice Number: INV-2023-851
    Invoice Date: 2023-7-13
    Due Date: 2023-7-3

    Billing Information:
    Recipient Name: William Ortega
    Recipient Address: 9089 Peter Falls, South Jacobburgh, South Carolina 17466

    Product Details:
    - Description: open Laptop X1
      Quantity: 3
      Unit Price: $98.37
    - Description: about Mouse P2
      Quantity: 1
      Unit Price: $18.47

    Balance Due: $667259689.7965819

    Thank you for your business!
    "
79,"
    Dear Customer,

    Invoice Number: INV-2023-823
    Invoice Date: 2023-3-16
    Due Date: 2023-9-28

    Billing Information:
    Recipient Name: James Haynes
    Recipient Address: 30386 Allen Turnpike, Aprilfort, Arizona 60013

    Product Details:
    - Description: after Keyboard M2
      Quantity: 3
      Unit Price: $564.73
    - Description: sell Mouse P2
      Quantity: 1
      Unit Price: $45.25

    Balance Due: $905590506.3275629

    Thank you for your business!
    "
80,"
    Dear Customer,

    Invoice Number: INV-2023-395
    Invoice Date: 2023-3-8
    Due Date: 2023-1-8

    Billing Information:
    Recipient Name: Brittany Leblanc
    Recipient Address: 15209 Carrillo Lake Apt. 845, New Johnny, Iowa 37834

    Product Details:
    - Description: board Laptop X1
      Quantity: 1
      Unit Price: $853.77
    - Description: step Printer W1
      Quantity: 2
      Unit Price: $195.76

    Balance Due: $511138138.142874

    Thank you for your business!
    "
81,"
    Dear Customer,

    Invoice Number: INV-2023-343
    Invoice Date: 2023-11-24
    Due Date: 2023-3-14

    Billing Information:
    Recipient Name: Desiree Keller
    Recipient Address: 556 Tucker Meadow, Hallmouth, Indiana 65676

    Product Details:
    - Description: ever Smartphone K4
      Quantity: 5
      Unit Price: $975.70
    - Description: determine Headphones P2
      Quantity: 5
      Unit Price: $100.89

    Balance Due: $281277823.34815335

    Thank you for your business!
    "
82,"
    Dear Customer,

    Invoice Number: INV-2023-649
    Invoice Date: 2023-6-18
    Due Date: 2023-7-22

    Billing Information:
    Recipient Name: Joseph Moore
    Recipient Address: 491 Cameron Inlet, Michelleland, Oregon 70999

    Product Details:
    - Description: behind Keyboard T5
      Quantity: 4
      Unit Price: $301.60
    - Description: run Webcam W1
      Quantity: 4
      Unit Price: $56.43

    Balance Due: $407288387.040146

    Thank you for your business!
    "
83,"
    Dear Customer,

    Invoice Number: INV-2023-952
    Invoice Date: 2023-3-15
    Due Date: 2023-10-9

    Billing Information:
    Recipient Name: Paul Barajas
    Recipient Address: 4318 Haas Squares, Antonioville, Minnesota 62065

    Product Details:
    - Description: usually Tablet M2
      Quantity: 2
      Unit Price: $54.53
    - Description: movement Headphones S4
      Quantity: 1
      Unit Price: $92.11

    Balance Due: $539216306.0172354

    Thank you for your business!
    "
84,"
    Dear Customer,

    Invoice Number: INV-2023-967
    Invoice Date: 2023-8-13
    Due Date: 2023-1-21

    Billing Information:
    Recipient Name: Jeremy Peters
    Recipient Address: 5051 Williams Parkways Suite 344, North Mary, Ohio 04750

    Product Details:
    - Description: prepare Tablet X1
      Quantity: 2
      Unit Price: $504.09
    - Description: agreement Printer S4
      Quantity: 3
      Unit Price: $78.23

    Balance Due: $258997097.14423716

    Thank you for your business!
    "
85,"
    Dear Customer,

    Invoice Number: INV-2023-600
    Invoice Date: 2023-12-15
    Due Date: 2023-1-24

    Billing Information:
    Recipient Name: Dylan Powell
    Recipient Address: 2904 Williams Rue Apt. 615, Karenfurt, Minnesota 51800

    Product Details:
    - Description: reveal Laptop M2
      Quantity: 5
      Unit Price: $792.10
    - Description: trade Webcam W1
      Quantity: 4
      Unit Price: $41.09

    Balance Due: $906299952.0700577

    Thank you for your business!
    "
86,"
    Dear Customer,

    Invoice Number: INV-2023-683
    Invoice Date: 2023-4-15
    Due Date: 2023-3-7

    Billing Information:
    Recipient Name: Allen Holt
    Recipient Address: 1230 Anthony Lock Suite 037, North Gregorystad, North Dakota 17227

    Product Details:
    - Description: can Laptop K4
      Quantity: 2
      Unit Price: $357.51
    - Description: decide Scanner P2
      Quantity: 2
      Unit Price: $39.87

    Balance Due: $444003723.16013473

    Thank you for your business!
    "
87,"
    Dear Customer,

    Invoice Number: INV-2023-182
    Invoice Date: 2023-7-28
    Due Date: 2023-12-9

    Billing Information:
    Recipient Name: Kimberly Ford
    Recipient Address: 88381 Kelly Cove Apt. 213, Lindseyton, Vermont 05072

    Product Details:
    - Description: speech Keyboard S3
      Quantity: 2
      Unit Price: $514.48
    - Description: trip Webcam W1
      Quantity: 1
      Unit Price: $151.88

    Balance Due: $202979915.38030025

    Thank you for your business!
    "
88,"
    Dear Customer,

    Invoice Number: INV-2023-435
    Invoice Date: 2023-7-13
    Due Date: 2023-12-24

    Billing Information:
    Recipient Name: Mark Harris
    Recipient Address: 8312 Yoder Wells, North Robinview, Hawaii 15329

    Product Details:
    - Description: sport Smartphone K4
      Quantity: 2
      Unit Price: $423.77
    - Description: world Mouse W1
      Quantity: 5
      Unit Price: $177.78

    Balance Due: $211998563.18956384

    Thank you for your business!
    "
89,"
    Dear Customer,

    Invoice Number: INV-2023-905
    Invoice Date: 2023-3-28
    Due Date: 2023-10-6

    Billing Information:
    Recipient Name: Sean Mcconnell
    Recipient Address: 8356 Cruz Crossroad, Robertborough, New York 10050

    Product Details:
    - Description: guy Monitor T5
      Quantity: 2
      Unit Price: $999.29
    - Description: civil Printer S4
      Quantity: 4
      Unit Price: $50.47

    Balance Due: $382051509.0552385

    Thank you for your business!
    "
